name;tag;dob;pob;lat;lon;dep_num;dep_name;region;url
Marie-Joseph Nicolas;scholar;1906.0;Fontenay-le-Comte;46.459821;-0.794159;85;Vendée;Pays de la Loire;https://fr.wikipedia.org/wiki/Marie-Joseph_Nicolas
Bernard Bourgeois;scholar;1929.0;Varennes-Saint-Sauveur;46.57947;4.975229;71;Saône-et-Loire;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Bernard_Bourgeois
Bernard Gorceix;scholar;1937.0;Poitiers;46.586578;0.35668;86;Vienne;Nouvelle-Aquitaine;https://fr.wikipedia.org/wiki/Bernard_Gorceix
Colette Pétonnet;scholar;1929.0;Poitiers;46.586578;0.35668;86;Vienne;Nouvelle-Aquitaine;https://fr.wikipedia.org/wiki/Colette_P%C3%A9tonnet
Jacques Fontaine;scholar;1922.0;Lilas;46.652696;0.36838;86;Vienne;Nouvelle-Aquitaine;https://fr.wikipedia.org/wiki/Jacques_Fontaine
Marcel Courthiade;scholar;1953.0;Montceau-les-Mines;46.676942;4.358337;71;Saône-et-Loire;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Marcel_Courthiade
Antoine Prost;scholar;1933.0;Lons-le-Saunier;46.677499;5.559875;39;Jura;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Antoine_Prost
René Rémond;scholar;1918.0;Lons-le-Saunier;46.677499;5.559875;39;Jura;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Ren%C3%A9_R%C3%A9mond
Marc Crépon;scholar;1962.0;Decize;46.809753;3.473532;58;Nièvre;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Marc_Cr%C3%A9pon
Jean Pradel;scholar;1933.0;Châtellerault;46.8162;0.551;86;Vienne;Nouvelle-Aquitaine;https://fr.wikipedia.org/wiki/Jean_Pradel
Albert Michel-Lévy;scholar;1877.0;Autun;46.938842;4.304399;71;Saône-et-Loire;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Albert_Michel-L%C3%A9vy
Jean-Clément Martin;scholar;1948.0;Thouars;46.981613;-0.233224;79;Deux-Sèvres;Nouvelle-Aquitaine;https://fr.wikipedia.org/wiki/Jean-Cl%C3%A9ment_Martin
Bruno Latour;scholar;1947.0;Beaune;47.025352;4.840893;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Bruno_Latour
Eugène Gaudemet;scholar;1872.0;Vosne-Romanée;47.157389;4.959948;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Gaudemet
Henri Chambre;scholar;1908.0;Chambéry;47.165242;-1.034458;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Henri_Chambre
Jean-Noël Vuarnet;scholar;1945.0;Chambéry;47.165242;-1.034458;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Jean-No%C3%ABl_Vuarnet
François Jacques (historien);scholar;1946.0;Fussy;47.186788;3.664458;58;Nièvre;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Jacques_(historien)
David Feuerwerker;scholar;1912.0;Genève;47.21202;-1.60215;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/David_Feuerwerker
Frédéric Jenny;scholar;1943.0;Genève;47.21202;-1.60215;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Jenny
Georges-Henri Soutou;scholar;1943.0;Genève;47.21202;-1.60215;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Georges-Henri_Soutou
Jules Vuillemin;scholar;1920.0;Pierrefontaine-les-Va;47.214176;6.541457;25;Doubs;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Jules_Vuillemin
Jean Delumeau;scholar;1923.0;Nantes;47.239367;-1.555335;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Jean_Delumeau
Jehan Desanges;scholar;1929.0;Nantes;47.239367;-1.555335;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Jehan_Desanges
Michel Crouzet;scholar;1928.0;Nantes;47.239367;-1.555335;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Michel_Crouzet
Michel Provost;scholar;1945.0;Nantes;47.239367;-1.555335;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Michel_Provost
Yves Bottineau;scholar;1925.0;Nantes;47.239367;-1.555335;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Yves_Bottineau
Yves Guchet;scholar;1938.0;Nantes;47.239367;-1.555335;44;Loire-Atlantique;Pays de la Loire;https://fr.wikipedia.org/wiki/Yves_Guchet
Gustave Rudler;scholar;1872.0;Besançon;47.251938;6.001699;25;Doubs;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Gustave_Rudler
Jacques Gagey (universitaire);scholar;1923.0;Besançon;47.251938;6.001699;25;Doubs;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Jacques_Gagey_(universitaire)
Laurent Pernot (helléniste);scholar;1955.0;Saumur;47.261814;-0.082764;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Laurent_Pernot_(hell%C3%A9niste)
Marcel Merle;scholar;1923.0;Saumur;47.261814;-0.082764;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Marcel_Merle
Alain Pigeard;scholar;1948.0;Dijon;47.331848;5.033601;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Alain_Pigeard
Jean Gaudemet;scholar;1908.0;Dijon;47.331848;5.033601;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Jean_Gaudemet
Jean-Jacques Friboulet;scholar;1949.0;Dijon;47.331848;5.033601;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Jean-Jacques_Friboulet
Jean-Marc Berlière;scholar;1948.0;Dijon;47.331848;5.033601;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Jean-Marc_Berli%C3%A8re
Paul Marie Gaudemet;scholar;1914.0;Dijon;47.331848;5.033601;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Paul_Marie_Gaudemet
Raymond Oursel;scholar;1921.0;Dijon;47.331848;5.033601;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Raymond_Oursel
Colette Beaune;scholar;1943.0;Loir-et-Cher;47.362207;0.674311;37;Indre-et-Loire;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Colette_Beaune
Jean-Pierre Bois;scholar;1945.0;Tours;47.395476;0.695848;37;Indre-et-Loire;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Jean-Pierre_Bois
Olivier Faron;scholar;1959.0;Tours;47.395476;0.695848;37;Indre-et-Loire;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Olivier_Faron
Pascal Jan;scholar;1967.0;Tours;47.395476;0.695848;37;Indre-et-Loire;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Pascal_Jan
Yves Bonnefoy;scholar;1923.0;Tours;47.395476;0.695848;37;Indre-et-Loire;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Yves_Bonnefoy
Stéphanie Vincent;scholar;1977.0;Amboise;47.397272;0.987649;37;Indre-et-Loire;Centre-Val de Loire;https://fr.wikipedia.org/wiki/St%C3%A9phanie_Vincent
Alain Colas;scholar;1943.0;Clamecy;47.455864;3.505066;58;Nièvre;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Alain_Colas
Pierre Donzelot;scholar;1901.0;Valentigney;47.465945;6.829692;25;Doubs;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Pierre_Donzelot
Charles Berjole;scholar;1884.0;Angers;47.467471;-0.561615;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Charles_Berjole
Claude Alzon;scholar;1931.0;Angers;47.467471;-0.561615;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Claude_Alzon
François Dolbeau;scholar;1947.0;Angers;47.467471;-0.561615;49;Maine-et-Loire;Pays de la Loire;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Dolbeau
Fernand Baldensperger;scholar;1871.0;Saint-Dié;47.4702;1.71704;41;Loir-et-Cher;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Fernand_Baldensperger
Claude-Edmonde Magny;scholar;1913.0;Belfahy;47.473904;5.379161;70;Haute-Saône;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Claude-Edmonde_Magny
Gustave Ribaud;scholar;1884.0;Conflans-sur-Lanterne;47.473904;5.379161;70;Haute-Saône;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Gustave_Ribaud
Michel Bur;scholar;1933.0;Gray;47.473904;5.379161;70;Haute-Saône;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Michel_Bur
Pierre Rosanvallon;scholar;1948.0;Blois;47.581228;1.316533;41;Loir-et-Cher;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Pierre_Rosanvallon
Jean-Paul Goux;scholar;1948.0;Vesoul;47.628692;6.157979;70;Haute-Saône;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Jean-Paul_Goux
Denise Pumain;scholar;1946.0;Montbard;47.638944;4.335193;21;Côte-d'Or;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Denise_Pumain
Christian Amphoux;scholar;1943.0;Vannes;47.659971;-2.752192;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Christian_Amphoux
Yves Coppens;scholar;1934.0;Vannes;47.659971;-2.752192;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Yves_Coppens
Geneviève Rodis-Lewis;scholar;1918.0;Lure;47.684098;6.497007;70;Haute-Saône;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Genevi%C3%A8ve_Rodis-Lewis
André Rouillé;scholar;1948.0;Deux Rivières;47.686079;3.698674;89;Yonne;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Andr%C3%A9_Rouill%C3%A9
Denis Fadda;scholar;1943.0;Annaba;47.745536;-3.387898;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Denis_Fadda
Jacques Ehrmann;scholar;1931.0;Mulhouse;47.749509;7.36973;68;Haut-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Jacques_Ehrmann
Juliette de La Genière;scholar;1927.0;Mulhouse;47.749509;7.36973;68;Haut-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Juliette_de_La_Geni%C3%A8re
Jean-Yves Le Drian;scholar;1947.0;Lorient;47.750364;-3.378025;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Jean-Yves_Le_Drian
Nicole Le Douarin;scholar;1930.0;Lorient;47.750364;-3.378025;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Nicole_Le_Douarin
Étienne Wolff;scholar;1904.0;Auxerre;47.791247;3.579905;89;Yonne;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/%C3%89tienne_Wolff
Henri Gouhier;scholar;1898.0;Auxerre;47.791247;3.579905;89;Yonne;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Henri_Gouhier
Jean Goulemot;scholar;1937.0;Granville;47.799428;-2.15447;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Jean_Goulemot
Jean-Louis Ferrary;scholar;1948.0;Orléans;47.873569;1.911358;45;Loiret;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Jean-Louis_Ferrary
Marc Le Bot;scholar;1921.0;Combrit;47.885708;-4.17194;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Marc_Le_Bot
Jean-Pierre Montier;scholar;1956.0;Saint-Malo;47.93902;-2.41155;56;Morbihan;Bretagne;https://fr.wikipedia.org/wiki/Jean-Pierre_Montier
Étienne Balibar;scholar;1942.0;Avallon;47.946724;3.016988;45;Loiret;Centre-Val de Loire;https://fr.wikipedia.org/wiki/%C3%89tienne_Balibar
Jacques Monférier;scholar;1933.0;Fougères;47.950339;-3.881992;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Jacques_Monf%C3%A9rier
Pascal Ory;scholar;1948.0;Fougères;47.950339;-3.881992;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Pascal_Ory
François Luchaire;scholar;1919.0;La Rochelle;47.984627;-1.65389;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Luchaire
Olivier Roy;scholar;1949.0;La Rochelle;47.984627;-1.65389;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Olivier_Roy
Bertrand Lançon;scholar;1952.0;Mans;47.993378;0.191169;72;Sarthe;Pays de la Loire;https://fr.wikipedia.org/wiki/Bertrand_Lan%C3%A7on
Jean-Yves Empereur;scholar;1952.0;Mans;47.993378;0.191169;72;Sarthe;Pays de la Loire;https://fr.wikipedia.org/wiki/Jean-Yves_Empereur
Patrick Rambourg;scholar;1965.0;Mans;47.993378;0.191169;72;Sarthe;Pays de la Loire;https://fr.wikipedia.org/wiki/Patrick_Rambourg
André Raymond;scholar;1925.0;Montargis;47.998342;2.735445;45;Loiret;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Andr%C3%A9_Raymond
Jean-Jacques Hublin;scholar;1953.0;Mostaganem;48.012277;0.228402;72;Sarthe;Pays de la Loire;https://fr.wikipedia.org/wiki/Jean-Jacques_Hublin
Alain Malissard;scholar;1936.0;Châlette-sur-Loing;48.019121;2.720474;45;Loiret;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Alain_Malissard
Jean-François Bach;scholar;1940.0;Yvré-l'Évêque;48.026286;0.271411;72;Sarthe;Pays de la Loire;https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Bach
Ellen Constans;scholar;1930.0;Arnhem;48.085445;-1.658426;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Ellen_Constans
Bruno Dagens;scholar;1935.0;Nimègue;48.085726;-1.659625;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Bruno_Dagens
Georges Marçais;scholar;1876.0;Rennes;48.110899;-1.68365;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Georges_Mar%C3%A7ais
Lucien Musset;scholar;1922.0;Rennes;48.110899;-1.68365;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Lucien_Musset
Maurice Testard;scholar;1921.0;Rennes;48.110899;-1.68365;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Maurice_Testard
René Piedelièvre;scholar;1891.0;Rennes;48.110899;-1.68365;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Ren%C3%A9_Piedeli%C3%A8vre
William Marçais;scholar;1872.0;Rennes;48.110899;-1.68365;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/William_Mar%C3%A7ais
Jean Plattard;scholar;1873.0;Saint-Georges-de-Rene;48.111845;-1.67625;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Jean_Plattard
Pierre-André Liégé;scholar;1921.0;Haute-Marne;48.113146;7.416151;68;Haut-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Pierre-Andr%C3%A9_Li%C3%A9g%C3%A9
André Tunc;scholar;1917.0;Meaux;48.129978;-1.760489;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Andr%C3%A9_Tunc
Frédéric Grolleau;scholar;1969.0;Épinal;48.170226;6.484892;88;Vosges;Grand Est;https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Grolleau
Christian Robin;scholar;1943.0;Chaumont;48.186036;5.109231;52;Haute-Marne;Grand Est;https://fr.wikipedia.org/wiki/Christian_Robin
Roger Guesnerie;scholar;1943.0;Sainte-Gemmes-le-Robe;48.202085;-0.370122;53;Mayenne;Pays de la Loire;https://fr.wikipedia.org/wiki/Roger_Guesnerie
Cécile Morrisson;scholar;1940.0;Dinan;48.234562;-4.548457;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/C%C3%A9cile_Morrisson
Ivan Gobry;scholar;1927.0;Saint-André-les-Verge;48.277223;4.050881;10;Aube;Grand Est;https://fr.wikipedia.org/wiki/Ivan_Gobry
Emmanuèle Baumgartner;scholar;1940.0;Nogent-le-Rotrou;48.317471;0.808165;28;Eure-et-Loir;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Emmanu%C3%A8le_Baumgartner
Jacques Aumont;scholar;1942.0;Avignon;48.390692;-1.759389;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Jacques_Aumont
Marie-France Brive;scholar;1945.0;Avignon;48.390692;-1.759389;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Marie-France_Brive
Bertrand Saint-Sernin;scholar;1931.0;Brest;48.406435;-4.497736;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Bertrand_Saint-Sernin
Gilles Lebreton;scholar;1958.0;Brest;48.406435;-4.497736;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Gilles_Lebreton
Pierre Grappin;scholar;1915.0;Coussey;48.407498;5.685805;88;Vosges;Grand Est;https://fr.wikipedia.org/wiki/Pierre_Grappin
Jean Métral;scholar;1933.0;Haute-Savoie;48.43355;-4.627666;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Jean_M%C3%A9tral
François Farges;scholar;1962.0;Eure-et-Loir;48.435568;1.48376;28;Eure-et-Loir;Centre-Val de Loire;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Farges
Raymond-François Le Bris;scholar;1935.0;Gouesnou;48.443343;-4.462844;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Raymond-Fran%C3%A7ois_Le_Bris
Joseph Lefftz;scholar;1888.0;Obernai;48.462885;7.468147;67;Bas-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Joseph_Lefftz
Simone Goyard-Fabre;scholar;1927.0;Montier-en-Der;48.482019;4.772065;52;Haute-Marne;Grand Est;https://fr.wikipedia.org/wiki/Simone_Goyard-Fabre
Jean-Pierre Vernant;scholar;1914.0;Provins;48.558668;3.2981;77;Seine-et-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Pierre_Vernant
Colette Weil;scholar;1926.0;Strasbourg;48.579831;7.761454;67;Bas-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Colette_Weil
Francis Rapp;scholar;1926.0;Strasbourg;48.579831;7.761454;67;Bas-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Francis_Rapp
Françoise Thom;scholar;1951.0;Strasbourg;48.579831;7.761454;67;Bas-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Fran%C3%A7oise_Thom
Jean-Marie Dentzer;scholar;1935.0;Strasbourg;48.579831;7.761454;67;Bas-Rhin;Grand Est;https://fr.wikipedia.org/wiki/Jean-Marie_Dentzer
Léon Fleuriot;scholar;1923.0;Morlaix;48.595154;-3.820202;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/L%C3%A9on_Fleuriot
Henri Breuil;scholar;1877.0;Mortain;48.611003;-0.940307;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Henri_Breuil
Marcel Gauchet;scholar;1946.0;Poilley;48.618714;-1.319372;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Marcel_Gauchet
Armand Rébillon;scholar;1879.0;Ille-et-Vilaine;48.657991;-1.974617;35;Ille-et-Vilaine;Bretagne;https://fr.wikipedia.org/wiki/Armand_R%C3%A9billon
Nicole Bériou;scholar;1948.0;Saint-Pol-de-Léon;48.674443;-3.988221;29;Finistère;Bretagne;https://fr.wikipedia.org/wiki/Nicole_B%C3%A9riou
Michel Deguy;scholar;1930.0;Draveil;48.677829;2.412138;91;Essonne;Île-de-France;https://fr.wikipedia.org/wiki/Michel_Deguy
Alain Tallon;scholar;1967.0;Nancy;48.688135;6.171263;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/Alain_Tallon
Gérard Noiriel;scholar;1950.0;Nancy;48.688135;6.171263;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/G%C3%A9rard_Noiriel
Jacques Jouanna;scholar;1935.0;Nancy;48.688135;6.171263;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/Jacques_Jouanna
Jean Borella;scholar;1930.0;Nancy;48.688135;6.171263;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/Jean_Borella
Lucien Febvre;scholar;1878.0;Nancy;48.688135;6.171263;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/Lucien_Febvre
Xavier Galmiche;scholar;1963.0;Nancy;48.688135;6.171263;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/Xavier_Galmiche
Georges Tate;scholar;1943.0;Vigneux-sur-Seine;48.705366;2.426026;91;Essonne;Île-de-France;https://fr.wikipedia.org/wiki/Georges_Tate
Georges Le Gentil;scholar;1875.0;Fère-Champenoise;48.758005;3.9976;51;Marne;Grand Est;https://fr.wikipedia.org/wiki/Georges_Le_Gentil
Hubert Girault;scholar;1957.0;Saint-Maur-des-Fossés;48.799943;2.491801;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Hubert_Girault
Jean-François Lyotard;scholar;1924.0;Versailles;48.803019;2.131319;78;Yvelines;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Lyotard
Jean Richard (historien);scholar;1921.0;Kremlin-Bicêtre;48.811421;2.362089;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Richard_(historien)
Michel Zink;scholar;1945.0;Issy-les-Moulineaux;48.823903;2.262887;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Michel_Zink
Claude Lepelley;scholar;1934.0;Charenton-le-Pont;48.823948;2.407129;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Claude_Lepelley
Jean Caune;scholar;1938.0;Charenton-le-Pont;48.823948;2.407129;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Caune
Noël Duval;scholar;1929.0;Chesnay-Rocquencourt;48.82791;2.116501;78;Yvelines;Île-de-France;https://fr.wikipedia.org/wiki/No%C3%ABl_Duval
Claude B. Levenson;scholar;1938.0;Paris 14;48.830108;2.323026;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Claude_B._Levenson
Daniel Roche;scholar;1935.0;Paris 14;48.830108;2.323026;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Daniel_Roche
Jean Leclant;scholar;1920.0;Paris 14;48.830108;2.323026;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Leclant
Marc Philonenko;scholar;1930.0;Paris 14;48.830108;2.323026;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marc_Philonenko
Christelle Taraud;scholar;1969.0;Paris 13;48.830193;2.365001;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Christelle_Taraud
Alexis Philonenko;scholar;1932.0;Paris 12;48.833494;2.415411;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Alexis_Philonenko
Georges Dumézil;scholar;1898.0;Paris 12;48.833494;2.415411;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Georges_Dum%C3%A9zil
Robert Misrahi;scholar;1926.0;Paris 12;48.833494;2.415411;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Robert_Misrahi
Barbara Cassin;scholar;1947.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Barbara_Cassin
Didier Maus;scholar;1947.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Didier_Maus
François Ewald;scholar;1946.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ewald
Frédéric Worms;scholar;1964.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Worms
Guillaume Sainteny;scholar;1958.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Guillaume_Sainteny
Hubert Julien-Laferrière;scholar;1966.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Hubert_Julien-Laferri%C3%A8re
Jacques Dalarun;scholar;1952.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Jacques_Dalarun
Jean-Marie Martin (historien);scholar;1938.0;Boulogne-Billancourt;48.837799;2.243202;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Marie_Martin_(historien)
