name;tag;dob;pob;lat;lon;dep_num;dep_name;region;url
Yves Ternon;scholar;1932.0;Saint-Mandé;48.841526;2.419441;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Yves_Ternon
Franck Évrard;scholar;1960.0;Paris 15;48.84162;2.295289;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Franck_%C3%89vrard
Jean de Palacio;scholar;1931.0;Paris 15;48.84162;2.295289;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean_de_Palacio
Marc Jimenez;scholar;1943.0;Paris 15;48.84162;2.295289;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marc_Jimenez
Pierre Grimal;scholar;1912.0;Paris 15;48.84162;2.295289;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Pierre_Grimal
Yves Gaudemet;scholar;1946.0;Paris 15;48.84162;2.295289;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Yves_Gaudemet
Gabriel Désert;scholar;1924.0;Condé-sur-Noireau;48.84479;-0.555088;14;Calvados;Normandie;https://fr.wikipedia.org/wiki/Gabriel_D%C3%A9sert
Christian Warolin;scholar;1921.0;Vincennes;48.847279;2.437785;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Christian_Warolin
Dominique Chateau;scholar;1948.0;Vincennes;48.847279;2.437785;94;Val-de-Marne;Île-de-France;https://fr.wikipedia.org/wiki/Dominique_Chateau
Raymond Aron;scholar;1905.0;Paris 6;48.849268;2.330883;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Raymond_Aron
René David (juriste);scholar;1906.0;Paris 6;48.849268;2.330883;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Ren%C3%A9_David_(juriste)
François Terré;scholar;1930.0;Paris 7;48.853954;2.312864;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Terr%C3%A9
Gilles Ferry;scholar;1917.0;Paris 7;48.853954;2.312864;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Gilles_Ferry
Henry Corbin;scholar;1903.0;Paris 7;48.853954;2.312864;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Henry_Corbin
René Huchon;scholar;1872.0;Paris 7;48.853954;2.312864;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Ren%C3%A9_Huchon
François Baratte;scholar;1947.0;Paris 4;48.854042;2.356841;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Baratte
Jean Richer (universitaire);scholar;1915.0;Paris 4;48.854042;2.356841;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Richer_(universitaire)
Bernard Pottier (linguiste);scholar;1924.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Bernard_Pottier_(linguiste)
Claude Frioux;scholar;1932.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Claude_Frioux
François Châtelet (philosophe);scholar;1925.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ch%C3%A2telet_(philosophe)
François Chazel;scholar;1937.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Chazel
Hélène Carrère d'Encausse;scholar;1929.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Carr%C3%A8re_d%27Encausse
Jacqueline de Proyart;scholar;1927.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jacqueline_de_Proyart
Marcel Abraham;scholar;1898.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marcel_Abraham
Pierre Pachet;scholar;1937.0;Paris 16;48.856305;2.267032;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Pierre_Pachet
Alain Pellet;scholar;1947.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Alain_Pellet
Alain Vaillant;scholar;1958.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Alain_Vaillant
Anne Cheng;scholar;1955.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Anne_Cheng
Annette Wieviorka;scholar;1948.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Annette_Wieviorka
Bertrand Badie;scholar;1950.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Bertrand_Badie
Catherine Paradeise;scholar;1946.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Catherine_Paradeise
Denis Crouzet;scholar;1953.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Denis_Crouzet
Dominique Barthélemy (historien);scholar;1953.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Dominique_Barth%C3%A9lemy_(historien)
Emmanuel de Waresquiel;scholar;1957.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Emmanuel_de_Waresquiel
François Weil;scholar;1961.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Weil
Françoise Armengaud;scholar;1942.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7oise_Armengaud
Françoise Gaill;scholar;1948.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7oise_Gaill
Frédéric Fréry;scholar;1966.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fr%C3%A9ry
Ghislaine Chartron;scholar;1961.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Ghislaine_Chartron
Gilles Kepel;scholar;1955.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Gilles_Kepel
Hugues Moutouh;scholar;1967.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Hugues_Moutouh
Ivar Ekeland;scholar;1944.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Ivar_Ekeland
Jean Sgard;scholar;1928.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Sgard
Jean Tulard;scholar;1933.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Tulard
Jean-François Ternay;scholar;1955.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Ternay
Jean-Noël Robert;scholar;1949.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean-No%C3%ABl_Robert
Jean-Pierre Mahé;scholar;1944.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Pierre_Mah%C3%A9
Jean-Pierre Nadal;scholar;1957.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Pierre_Nadal
Jean-Robert Pitte;scholar;1949.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Robert_Pitte
Jocelyn Benoist;scholar;1968.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jocelyn_Benoist
Loïck Roche;scholar;1961.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Lo%C3%AFck_Roche
Marc-Louis Bourgeois;scholar;1934.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marc-Louis_Bourgeois
Marie-Dominique Popelard;scholar;1949.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marie-Dominique_Popelard
Marie-Jeanne Coutagne;scholar;1950.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marie-Jeanne_Coutagne
Michel Devoret;scholar;1953.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Michel_Devoret
Nicole El Karoui;scholar;1944.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Nicole_El_Karoui
Olivier Sire;scholar;1954.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Olivier_Sire
Pascale Weber;scholar;1968.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Pascale_Weber
Patrick Boucheron;scholar;1965.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Patrick_Boucheron
Philippe Aghion;scholar;1956.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Philippe_Aghion
Philippe Bordeyne;scholar;1959.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Philippe_Bordeyne
Philippe Hoffmann;scholar;1953.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Philippe_Hoffmann
Pierre Duviols;scholar;1928.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Pierre_Duviols
Pierre Léna;scholar;1937.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Pierre_L%C3%A9na
Rémi Brague;scholar;1947.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/R%C3%A9mi_Brague
Renaud Barbaras;scholar;1955.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Renaud_Barbaras
Séverine Autesserre;scholar;1976.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/S%C3%A9verine_Autesserre
Thierry de Montbrial;scholar;1943.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Thierry_de_Montbrial
Yves Roucaute;scholar;1953.0;Paris;48.859;2.347;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Yves_Roucaute
André Leroi-Gourhan;scholar;1911.0;Paris 11;48.860162;2.381844;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Andr%C3%A9_Leroi-Gourhan
Sandra Laugier;scholar;1961.0;Paris 1;48.86832;2.326079;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Sandra_Laugier
Anne Dufourmantelle;scholar;1964.0;Paris 8;48.873998;2.31129;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Anne_Dufourmantelle
Dominique Chevallier;scholar;1928.0;Paris 8;48.873998;2.31129;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Dominique_Chevallier
Marc Ferro;scholar;1924.0;Paris 8;48.873998;2.31129;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marc_Ferro
René Pintard;scholar;1903.0;Paris 8;48.873998;2.31129;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Ren%C3%A9_Pintard
Jacques Chevrier;scholar;1934.0;Rueil-Malmaison;48.874531;2.180455;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Jacques_Chevrier
Bertrand de Jouvenel;scholar;1903.0;Paris 9;48.87727;2.33371;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Bertrand_de_Jouvenel
Claude Esteban;scholar;1935.0;Paris 9;48.87727;2.33371;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Claude_Esteban
Edgar Morin;scholar;1921.0;Paris 9;48.87727;2.33371;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Edgar_Morin
Alain Derville;scholar;1924.0;Paris 10;48.88143;2.366774;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Alain_Derville
Angèle Kremer-Marietti;scholar;1927.0;Paris 10;48.88143;2.366774;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Ang%C3%A8le_Kremer-Marietti
Georges Duby;scholar;1919.0;Paris 10;48.88143;2.366774;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Georges_Duby
Jacques Scherer;scholar;1912.0;Paris 10;48.88143;2.366774;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jacques_Scherer
Jean-Claude Margolin;scholar;1923.0;Paris 10;48.88143;2.366774;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jean-Claude_Margolin
Miguel Abensour;scholar;1939.0;Paris 10;48.88143;2.366774;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Miguel_Abensour
Danielle Tartakowsky;scholar;1947.0;Puteaux;48.884156;2.237199;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Danielle_Tartakowsky
Francis Caballero;scholar;1940.0;Sofia;48.884773;2.348329;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Francis_Caballero
Alain de Libera;scholar;1948.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Alain_de_Libera
Dominique Charpin;scholar;1954.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Dominique_Charpin
François Bricaire;scholar;1947.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Bricaire
George Steiner;scholar;1929.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/George_Steiner
Henry Laurens;scholar;1954.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Henry_Laurens
Maurice Lever;scholar;1935.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Maurice_Lever
Michel Arrivé;scholar;1936.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Michel_Arriv%C3%A9
Michel Kaplan;scholar;1946.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Michel_Kaplan
Michèle Piquard;scholar;1955.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Mich%C3%A8le_Piquard
Olivier Pastré;scholar;1950.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Olivier_Pastr%C3%A9
Pierre-Sylvain Filliozat;scholar;1936.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Pierre-Sylvain_Filliozat
Yves Lequette;scholar;1946.0;Neuilly-sur-Seine;48.886191;2.265869;92;Hauts-de-Seine;Île-de-France;https://fr.wikipedia.org/wiki/Yves_Lequette
François Gros (biologiste);scholar;1925.0;Paris 17;48.887702;2.304844;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Gros_(biologiste)
Guy Burgel;scholar;1939.0;Paris 17;48.887702;2.304844;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Guy_Burgel
Jacques Gandouin;scholar;1920.0;Paris 17;48.887702;2.304844;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Jacques_Gandouin
Rémi Brissiaud;scholar;1949.0;Paris 17;48.887702;2.304844;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/R%C3%A9mi_Brissiaud
Francine Kaufmann;scholar;1947.0;Paris 19;48.888949;2.396993;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Francine_Kaufmann
Bertrand Herz;scholar;1930.0;Paris 18;48.896214;2.362997;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Bertrand_Herz
Marcel Dorigny;scholar;1948.0;Paris 18;48.896214;2.362997;75;Paris;Île-de-France;https://fr.wikipedia.org/wiki/Marcel_Dorigny
Raymond Barre;scholar;1924.0;Saint-Denis;48.921202;2.495905;93;La Réunion;Île-de-France;https://fr.wikipedia.org/wiki/Raymond_Barre
Philippe Wolff;scholar;1913.0;Montmorency;48.989397;2.321988;95;Val-d'Oise;Île-de-France;https://fr.wikipedia.org/wiki/Philippe_Wolff
Jacques Rossiaud;scholar;1932.0;Seine-et-Oise;49.003436;2.080953;78;Yvelines;Île-de-France;https://fr.wikipedia.org/wiki/Jacques_Rossiaud
Jean Hani;scholar;1917.0;Seine-et-Oise;49.003436;2.080953;78;Yvelines;Île-de-France;https://fr.wikipedia.org/wiki/Jean_Hani
Emmanuel Le Roy Ladurie;scholar;1929.0;Moutiers-en-Cinglais;49.029857;-0.428608;14;Calvados;Normandie;https://fr.wikipedia.org/wiki/Emmanuel_Le_Roy_Ladurie
Jean-Pierre Leguay (historien);scholar;1938.0;Canisy;49.07748;-1.159114;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Jean-Pierre_Leguay_(historien)
André Piganiol;scholar;1883.0;Havre;49.081779;-1.601172;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Andr%C3%A9_Piganiol
Éric Fouache;scholar;1965.0;Havre;49.081779;-1.601172;50;Manche;Normandie;https://fr.wikipedia.org/wiki/%C3%89ric_Fouache
Gilles Prado;scholar;1947.0;Havre;49.081779;-1.601172;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Gilles_Prado
Olivier Picard;scholar;1940.0;Bernay;49.089387;0.595349;27;Eure;Normandie;https://fr.wikipedia.org/wiki/Olivier_Picard
Aymond Tranquard;scholar;1932.0;Affreville;49.095466;-1.307512;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Aymond_Tranquard
François Déroche;scholar;1952.0;Metz;49.108385;6.194891;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_D%C3%A9roche
Jean Schneider (médiéviste);scholar;1903.0;Metz;49.108385;6.194891;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Jean_Schneider_(m%C3%A9di%C3%A9viste)
Maurice Bayen;scholar;1902.0;Metz;49.108385;6.194891;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Maurice_Bayen
Philippe Contamine;scholar;1932.0;Metz;49.108385;6.194891;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Philippe_Contamine
Pierre-Maurice Masson;scholar;1879.0;Metz;49.108385;6.194891;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Pierre-Maurice_Masson
Sylvie Lainé;scholar;1957.0;Saint-Lô;49.113843;-1.080182;50;Manche;Normandie;https://fr.wikipedia.org/wiki/Sylvie_Lain%C3%A9
Mario d'Angelo;scholar;1954.0;Hombourg-Haut;49.132671;6.778331;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Mario_d%27Angelo
Frédéric Stasiak;scholar;1966.0;Jarny;49.153575;5.879061;54;Meurthe-et-Moselle;Grand Est;https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Stasiak
Adrien Goetz;scholar;1966.0;Caen;49.187145;-0.371531;14;Calvados;Normandie;https://fr.wikipedia.org/wiki/Adrien_Goetz
François Grimal;scholar;1945.0;Caen;49.187145;-0.371531;14;Calvados;Normandie;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Grimal
Marcel Clément;scholar;1921.0;Crépy-en-Valois;49.234294;2.893527;60;Oise;Hauts-de-France;https://fr.wikipedia.org/wiki/Marcel_Cl%C3%A9ment
Pol Trousset;scholar;1934.0;Reims;49.250948;4.055595;51;Marne;Grand Est;https://fr.wikipedia.org/wiki/Pol_Trousset
Pierre Guiraud;scholar;1912.0;Sfax;49.266749;4.054452;51;Marne;Grand Est;https://fr.wikipedia.org/wiki/Pierre_Guiraud
Dominique Sourdel;scholar;1921.0;Pont-Sainte-Maxence;49.309303;2.60379;60;Oise;Hauts-de-France;https://fr.wikipedia.org/wiki/Dominique_Sourdel
Roger Apéry;scholar;1916.0;Rouen;49.349295;0.811661;27;Eure;Normandie;https://fr.wikipedia.org/wiki/Roger_Ap%C3%A9ry
André Vauchez (historien);scholar;1938.0;Thionville;49.370681;6.150548;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Andr%C3%A9_Vauchez_(historien)
Jean Baechler;scholar;1937.0;Thionville;49.370681;6.150548;57;Moselle;Grand Est;https://fr.wikipedia.org/wiki/Jean_Baechler
Bernard Morel (économiste);scholar;1946.0;Bihorel;49.462037;1.127533;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/Bernard_Morel_(%C3%A9conomiste)
Léon Malaprade;scholar;1903.0;Dieppe;49.478927;1.047849;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/L%C3%A9on_Malaprade
Annie Ernaux;scholar;1940.0;Lillebonne;49.519589;0.534929;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/Annie_Ernaux
Frantz Grenet;scholar;1952.0;Gruchet-le-Valasse;49.551491;0.492499;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/Frantz_Grenet
Georges Contenau;scholar;1877.0;Laon;49.570287;3.614719;2;Aisne;Hauts-de-France;https://fr.wikipedia.org/wiki/Georges_Contenau
Dominique Noguez;scholar;1942.0;Bolbec;49.575224;0.483302;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/Dominique_Noguez
Maxime Crochemore;scholar;1947.0;Fécamp;49.750369;0.396705;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/Maxime_Crochemore
François Cheng;scholar;1929.0;Nanchang;49.929141;4.66695;8;Ardennes;Grand Est;https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Cheng
André Crépin;scholar;1928.0;Abbeville;50.105799;1.828902;80;Somme;Hauts-de-France;https://fr.wikipedia.org/wiki/Andr%C3%A9_Cr%C3%A9pin
Pascale Cossart;scholar;1948.0;Cambrai;50.172628;3.240712;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Pascale_Cossart
Bruno Béthouart;scholar;1948.0;Airon-Saint-Vaast;50.432107;1.660264;62;Pas-de-Calais;Hauts-de-France;https://fr.wikipedia.org/wiki/Bruno_B%C3%A9thouart
Henri Laoust;scholar;1905.0;Fresnes-sur-Escaut;50.433148;3.574831;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Henri_Laoust
Alfred Ernout;scholar;1879.0;Lille;50.630951;3.045391;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Alfred_Ernout
Guy Debeyre;scholar;1911.0;Lille;50.630951;3.045391;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Guy_Debeyre
Jacques Robichez;scholar;1914.0;La Madeleine;50.630951;3.045391;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Jacques_Robichez
Jean-Marie Moeglin;scholar;1955.0;Lille;50.630951;3.045391;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Jean-Marie_Moeglin
Patrick Artus;scholar;1951.0;Lille;50.630951;3.045391;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Patrick_Artus
Paul Renard;scholar;1942.0;Lille;50.630951;3.045391;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Paul_Renard
Hervé Inglebert;scholar;1960.0;Tourcoing;50.720797;3.157799;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Herv%C3%A9_Inglebert
Marcel Dubois;scholar;1920.0;Tourcoing;50.720797;3.157799;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Marcel_Dubois
Léon Vandermeersch;scholar;1928.0;Wervicq-Sud;50.760836;3.0485;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/L%C3%A9on_Vandermeersch
Maurice-Ruben Hayoun;scholar;1950.0;Agadir;50.948783;1.836396;62;Pas-de-Calais;Hauts-de-France;https://fr.wikipedia.org/wiki/Maurice-Ruben_Hayoun
Yves-Marie Duval;scholar;1934.0;Gravelines;50.989077;2.134207;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Yves-Marie_Duval
Jean Viviès;scholar;1957.0;Lavelanet;42.962755;1.861999;9;Ariège;Occitanie;https://fr.wikipedia.org/wiki/Jean_Vivi%C3%A8s
Maurice Euzennat;scholar;1926;Mont-Saint-Aignan;49.462037;1.127533;76;Seine-Maritime;Normandie;https://fr.wikipedia.org/wiki/Maurice_Euzennat
Pierre-Yves Hénin;scholar;1946.0;Saint-Aubin-sur-Loire;46.443772;4.30193;71;Saône-et-Loire;Bourgogne-Franche-Comté;https://fr.wikipedia.org/wiki/Pierre-Yves_H%C3%A9nin
Yves Modéran;scholar;1955.0;Bachy;50.172628;3.240712;59;Nord;Hauts-de-France;https://fr.wikipedia.org/wiki/Yves_Mod%C3%A9ran